"scenario","compartment","date","death_calibrated","y_mean","iso3c"
"Maintain Status Quo","hospital_incidence",2021-09-28,FALSE,209.03,"AFG"
"Maintain Status Quo","ICU_incidence",2021-09-28,FALSE,75.58,"AFG"
"Maintain Status Quo","cumulative_infections",2021-09-28,FALSE,14819191.36,"AFG"
"Relax Interventions 50%","hospital_demand",2021-09-28,FALSE,2031.27,"AFG"
"Relax Interventions 50%","ICU_demand",2021-09-28,FALSE,357.1,"AFG"
"Relax Interventions 50%","infections",2021-09-28,FALSE,21452.15,"AFG"
"Relax Interventions 50%","hospital_incidence",2021-09-28,FALSE,209.03,"AFG"
"Relax Interventions 50%","ICU_incidence",2021-09-28,FALSE,75.58,"AFG"
"Relax Interventions 50%","cumulative_infections",2021-09-28,FALSE,14819191.36,"AFG"
"Additional 50% Reduction","hospital_demand",2021-09-29,FALSE,2012.44,"AFG"
"Additional 50% Reduction","ICU_demand",2021-09-29,FALSE,356.48,"AFG"
"Additional 50% Reduction","infections",2021-09-29,FALSE,21337.21,"AFG"
"Additional 50% Reduction","hospital_incidence",2021-09-29,FALSE,208.09,"AFG"
"Additional 50% Reduction","ICU_incidence",2021-09-29,FALSE,75.21,"AFG"
"Additional 50% Reduction","cumulative_infections",2021-09-29,FALSE,14840528.57,"AFG"
"Maintain Status Quo","hospital_demand",2021-09-29,FALSE,2012.44,"AFG"
"Maintain Status Quo","ICU_demand",2021-09-29,FALSE,356.48,"AFG"
"Maintain Status Quo","infections",2021-09-29,FALSE,21337.21,"AFG"
"Maintain Status Quo","hospital_incidence",2021-09-29,FALSE,208.09,"AFG"
"Maintain Status Quo","ICU_incidence",2021-09-29,FALSE,75.21,"AFG"
"Maintain Status Quo","cumulative_infections",2021-09-29,FALSE,14840528.57,"AFG"
"Relax Interventions 50%","hospital_demand",2021-09-29,FALSE,2012.44,"AFG"
"Relax Interventions 50%","ICU_demand",2021-09-29,FALSE,356.48,"AFG"
"Relax Interventions 50%","infections",2021-09-29,FALSE,21337.21,"AFG"
"Relax Interventions 50%","hospital_incidence",2021-09-29,FALSE,208.09,"AFG"
"Relax Interventions 50%","ICU_incidence",2021-09-29,FALSE,75.21,"AFG"
"Relax Interventions 50%","cumulative_infections",2021-09-29,FALSE,14840528.57,"AFG"
"Additional 50% Reduction","hospital_demand",2021-09-30,FALSE,1995.15,"AFG"
"Additional 50% Reduction","ICU_demand",2021-09-30,FALSE,355.89,"AFG"
"Additional 50% Reduction","infections",2021-09-30,FALSE,21222.39,"AFG"
"Additional 50% Reduction","hospital_incidence",2021-09-30,FALSE,207.17,"AFG"
"Additional 50% Reduction","ICU_incidence",2021-09-30,FALSE,74.85,"AFG"
"Additional 50% Reduction","cumulative_infections",2021-09-30,FALSE,14861750.96,"AFG"
"Maintain Status Quo","hospital_demand",2021-09-30,FALSE,1995.15,"AFG"
"Maintain Status Quo","ICU_demand",2021-09-30,FALSE,355.89,"AFG"
"Maintain Status Quo","infections",2021-09-30,FALSE,21222.39,"AFG"
"Maintain Status Quo","hospital_incidence",2021-09-30,FALSE,207.17,"AFG"
"Maintain Status Quo","ICU_incidence",2021-09-30,FALSE,74.85,"AFG"
"Maintain Status Quo","cumulative_infections",2021-09-30,FALSE,14861750.96,"AFG"
"Relax Interventions 50%","hospital_demand",2021-09-30,FALSE,1995.15,"AFG"
"Relax Interventions 50%","ICU_demand",2021-09-30,FALSE,355.89,"AFG"
"Relax Interventions 50%","infections",2021-09-30,FALSE,21222.39,"AFG"
"Relax Interventions 50%","hospital_incidence",2021-09-30,FALSE,207.17,"AFG"
"Relax Interventions 50%","ICU_incidence",2021-09-30,FALSE,74.85,"AFG"
"Relax Interventions 50%","cumulative_infections",2021-09-30,FALSE,14861750.96,"AFG"
"Additional 50% Reduction","hospital_demand",2021-10-01,FALSE,1979.22,"AFG"
"Additional 50% Reduction","ICU_demand",2021-10-01,FALSE,355.34,"AFG"
"Additional 50% Reduction","infections",2021-10-01,FALSE,21150.41,"AFG"
"Additional 50% Reduction","hospital_incidence",2021-10-01,FALSE,206.27,"AFG"
"Additional 50% Reduction","ICU_incidence",2021-10-01,FALSE,74.5,"AFG"
"Additional 50% Reduction","cumulative_infections",2021-10-01,FALSE,14882901.37,"AFG"
"Maintain Status Quo","hospital_demand",2021-10-01,FALSE,1979.22,"AFG"
"Maintain Status Quo","ICU_demand",2021-10-01,FALSE,355.34,"AFG"
"Maintain Status Quo","infections",2021-10-01,FALSE,21150.41,"AFG"
"Maintain Status Quo","hospital_incidence",2021-10-01,FALSE,206.27,"AFG"
"Maintain Status Quo","ICU_incidence",2021-10-01,FALSE,74.5,"AFG"
"Maintain Status Quo","cumulative_infections",2021-10-01,FALSE,14882901.37,"AFG"
"Relax Interventions 50%","hospital_demand",2021-10-01,FALSE,1979.22,"AFG"
"Relax Interventions 50%","ICU_demand",2021-10-01,FALSE,355.34,"AFG"
"Relax Interventions 50%","infections",2021-10-01,FALSE,21150.41,"AFG"
"Relax Interventions 50%","hospital_incidence",2021-10-01,FALSE,206.27,"AFG"
"Relax Interventions 50%","ICU_incidence",2021-10-01,FALSE,74.5,"AFG"
"Relax Interventions 50%","cumulative_infections",2021-10-01,FALSE,14882901.37,"AFG"
"Additional 50% Reduction","hospital_demand",2021-10-02,FALSE,1964.5,"AFG"
"Additional 50% Reduction","ICU_demand",2021-10-02,FALSE,354.81,"AFG"
"Additional 50% Reduction","infections",2021-10-02,FALSE,21122.82,"AFG"
"Additional 50% Reduction","hospital_incidence",2021-10-02,FALSE,205.43,"AFG"
"Additional 50% Reduction","ICU_incidence",2021-10-02,FALSE,74.17,"AFG"
"Additional 50% Reduction","cumulative_infections",2021-10-02,FALSE,14904024.2,"AFG"
"Maintain Status Quo","hospital_demand",2021-10-02,FALSE,1964.5,"AFG"
"Maintain Status Quo","ICU_demand",2021-10-02,FALSE,354.81,"AFG"
"Maintain Status Quo","infections",2021-10-02,FALSE,21122.82,"AFG"
"Maintain Status Quo","hospital_incidence",2021-10-02,FALSE,205.43,"AFG"
"Maintain Status Quo","ICU_incidence",2021-10-02,FALSE,74.17,"AFG"
"Maintain Status Quo","cumulative_infections",2021-10-02,FALSE,14904024.2,"AFG"
"Relax Interventions 50%","hospital_demand",2021-10-02,FALSE,1964.5,"AFG"
"Relax Interventions 50%","ICU_demand",2021-10-02,FALSE,354.81,"AFG"
"Relax Interventions 50%","infections",2021-10-02,FALSE,21122.82,"AFG"
"Relax Interventions 50%","hospital_incidence",2021-10-02,FALSE,205.43,"AFG"
"Relax Interventions 50%","ICU_incidence",2021-10-02,FALSE,74.17,"AFG"
"Relax Interventions 50%","cumulative_infections",2021-10-02,FALSE,14904024.2,"AFG"
"Additional 50% Reduction","hospital_demand",2021-10-03,FALSE,1950.93,"AFG"
"Additional 50% Reduction","ICU_demand",2021-10-03,FALSE,354.33,"AFG"
"Additional 50% Reduction","infections",2021-10-03,FALSE,21106.59,"AFG"
"Additional 50% Reduction","hospital_incidence",2021-10-03,FALSE,204.71,"AFG"
"Additional 50% Reduction","ICU_incidence",2021-10-03,FALSE,73.89,"AFG"
"Additional 50% Reduction","cumulative_infections",2021-10-03,FALSE,14925130.79,"AFG"
"Maintain Status Quo","hospital_demand",2021-10-03,FALSE,1950.93,"AFG"
"Maintain Status Quo","ICU_demand",2021-10-03,FALSE,354.33,"AFG"
"Maintain Status Quo","infections",2021-10-03,FALSE,21106.59,"AFG"
"Maintain Status Quo","hospital_incidence",2021-10-03,FALSE,204.71,"AFG"
"Maintain Status Quo","ICU_incidence",2021-10-03,FALSE,73.89,"AFG"
"Maintain Status Quo","cumulative_infections",2021-10-03,FALSE,14925130.79,"AFG"
"Relax Interventions 50%","hospital_demand",2021-10-03,FALSE,1950.93,"AFG"
"Relax Interventions 50%","ICU_demand",2021-10-03,FALSE,354.33,"AFG"
"Relax Interventions 50%","infections",2021-10-03,FALSE,21106.59,"AFG"
"Relax Interventions 50%","hospital_incidence",2021-10-03,FALSE,204.71,"AFG"
"Relax Interventions 50%","ICU_incidence",2021-10-03,FALSE,73.89,"AFG"
"Relax Interventions 50%","cumulative_infections",2021-10-03,FALSE,14925130.79,"AFG"
"Additional 50% Reduction","hospital_demand",2021-10-04,FALSE,1938.5,"AFG"
"Additional 50% Reduction","ICU_demand",2021-10-04,FALSE,353.91,"AFG"
"Additional 50% Reduction","infections",2021-10-04,FALSE,21089.33,"AFG"
"Additional 50% Reduction","hospital_incidence",2021-10-04,FALSE,204.15,"AFG"
"Additional 50% Reduction","ICU_incidence",2021-10-04,FALSE,73.67,"AFG"
"Additional 50% Reduction","cumulative_infections",2021-10-04,FALSE,14946220.11,"AFG"
"Maintain Status Quo","hospital_demand",2021-10-04,FALSE,1938.5,"AFG"
"Maintain Status Quo","ICU_demand",2021-10-04,FALSE,353.91,"AFG"
"Maintain Status Quo","infections",2021-10-04,FALSE,21089.33,"AFG"
"Maintain Status Quo","hospital_incidence",2021-10-04,FALSE,204.15,"AFG"
"Maintain Status Quo","ICU_incidence",2021-10-04,FALSE,73.67,"AFG"
"Maintain Status Quo","cumulative_infections",2021-10-04,FALSE,14946220.11,"AFG"
"Relax Interventions 50%","hospital_demand",2021-10-04,FALSE,1938.5,"AFG"
"Relax Interventions 50%","ICU_demand",2021-10-04,FALSE,353.91,"AFG"
"Relax Interventions 50%","infections",2021-10-04,FALSE,21089.33,"AFG"
"Relax Interventions 50%","hospital_incidence",2021-10-04,FALSE,204.15,"AFG"
"Relax Interventions 50%","ICU_incidence",2021-10-04,FALSE,73.67,"AFG"
"Relax Interventions 50%","cumulative_infections",2021-10-04,FALSE,14946220.11,"AFG"
"Additional 50% Reduction","hospital_demand",2021-10-05,FALSE,1927.2,"AFG"
"Additional 50% Reduction","ICU_demand",2021-10-05,FALSE,353.55,"AFG"
"Additional 50% Reduction","infections",2021-10-05,FALSE,21067.95,"AFG"
"Additional 50% Reduction","hospital_incidence",2021-10-05,FALSE,203.72,"AFG"
"Additional 50% Reduction","ICU_incidence",2021-10-05,FALSE,73.49,"AFG"
"Additional 50% Reduction","cumulative_infections",2021-10-05,FALSE,14967288.06,"AFG"
"Maintain Status Quo","hospital_demand",2021-10-05,FALSE,1927.2,"AFG"
"Maintain Status Quo","ICU_demand",2021-10-05,FALSE,353.55,"AFG"
"Maintain Status Quo","infections",2021-10-05,FALSE,21067.95,"AFG"
"Maintain Status Quo","hospital_incidence",2021-10-05,FALSE,203.72,"AFG"
"Maintain Status Quo","ICU_incidence",2021-10-05,FALSE,73.49,"AFG"
"Maintain Status Quo","cumulative_infections",2021-10-05,FALSE,14967288.06,"AFG"
"Relax Interventions 50%","hospital_demand",2021-10-05,FALSE,1927.2,"AFG"
"Relax Interventions 50%","ICU_demand",2021-10-05,FALSE,353.55,"AFG"
"Relax Interventions 50%","infections",2021-10-05,FALSE,21067.95,"AFG"
"Relax Interventions 50%","hospital_incidence",2021-10-05,FALSE,203.72,"AFG"
"Relax Interventions 50%","ICU_incidence",2021-10-05,FALSE,73.49,"AFG"
"Relax Interventions 50%","cumulative_infections",2021-10-05,FALSE,14967288.06,"AFG"
"Additional 50% Reduction","hospital_demand",2021-10-06,FALSE,1917.02,"AFG"
"Additional 50% Reduction","ICU_demand",2021-10-06,FALSE,353.26,"AFG"
"Additional 50% Reduction","infections",2021-10-06,FALSE,21042.78,"AFG"
"Additional 50% Reduction","hospital_incidence",2021-10-06,FALSE,203.4,"AFG"
"Additional 50% Reduction","ICU_incidence",2021-10-06,FALSE,73.36,"AFG"
"Additional 50% Reduction","cumulative_infections",2021-10-06,FALSE,14988330.84,"AFG"
"Maintain Status Quo","hospital_demand",2021-10-06,FALSE,1917.02,"AFG"
"Maintain Status Quo","ICU_demand",2021-10-06,FALSE,353.26,"AFG"
"Maintain Status Quo","infections",2021-10-06,FALSE,21042.78,"AFG"
"Maintain Status Quo","hospital_incidence",2021-10-06,FALSE,203.4,"AFG"
"Maintain Status Quo","ICU_incidence",2021-10-06,FALSE,73.36,"AFG"
"Maintain Status Quo","cumulative_infections",2021-10-06,FALSE,14988330.84,"AFG"
"Relax Interventions 50%","hospital_demand",2021-10-06,FALSE,1917.02,"AFG"
"Relax Interventions 50%","ICU_demand",2021-10-06,FALSE,353.26,"AFG"
"Relax Interventions 50%","infections",2021-10-06,FALSE,21042.78,"AFG"
"Relax Interventions 50%","hospital_incidence",2021-10-06,FALSE,203.4,"AFG"
"Relax Interventions 50%","ICU_incidence",2021-10-06,FALSE,73.36,"AFG"
"Relax Interventions 50%","cumulative_infections",2021-10-06,FALSE,14988330.84,"AFG"
"Additional 50% Reduction","hospital_demand",2021-10-07,FALSE,1907.93,"AFG"
"Additional 50% Reduction","ICU_demand",2021-10-07,FALSE,353.02,"AFG"
"Additional 50% Reduction","infections",2021-10-07,FALSE,21014.93,"AFG"
"Additional 50% Reduction","hospital_incidence",2021-10-07,FALSE,203.16,"AFG"
"Additional 50% Reduction","ICU_incidence",2021-10-07,FALSE,73.26,"AFG"
"Additional 50% Reduction","cumulative_infections",2021-10-07,FALSE,15009345.77,"AFG"
"Maintain Status Quo","hospital_demand",2021-10-07,FALSE,1907.93,"AFG"
"Maintain Status Quo","ICU_demand",2021-10-07,FALSE,353.02,"AFG"
"Maintain Status Quo","infections",2021-10-07,FALSE,21014.93,"AFG"
"Maintain Status Quo","hospital_incidence",2021-10-07,FALSE,203.16,"AFG"
"Maintain Status Quo","ICU_incidence",2021-10-07,FALSE,73.26,"AFG"
"Maintain Status Quo","cumulative_infections",2021-10-07,FALSE,15009345.77,"AFG"
"Relax Interventions 50%","hospital_demand",2021-10-07,FALSE,1907.93,"AFG"
"Relax Interventions 50%","ICU_demand",2021-10-07,FALSE,353.02,"AFG"
"Relax Interventions 50%","infections",2021-10-07,FALSE,21014.93,"AFG"
"Relax Interventions 50%","hospital_incidence",2021-10-07,FALSE,203.16,"AFG"
"Relax Interventions 50%","ICU_incidence",2021-10-07,FALSE,73.26,"AFG"
"Relax Interventions 50%","cumulative_infections",2021-10-07,FALSE,15009345.77,"AFG"
"Additional 50% Reduction","hospital_demand",2021-10-08,FALSE,1899.86,"AFG"
"Additional 50% Reduction","ICU_demand",2021-10-08,FALSE,352.82,"AFG"
"Additional 50% Reduction","infections",2021-10-08,FALSE,20985.35,"AFG"
"Additional 50% Reduction","hospital_incidence",2021-10-08,FALSE,202.97,"AFG"
"Additional 50% Reduction","ICU_incidence",2021-10-08,FALSE,73.18,"AFG"
"Additional 50% Reduction","cumulative_infections",2021-10-08,FALSE,15030331.12,"AFG"
"Maintain Status Quo","hospital_demand",2021-10-08,FALSE,1899.86,"AFG"
"Maintain Status Quo","ICU_demand",2021-10-08,FALSE,352.82,"AFG"
"Maintain Status Quo","infections",2021-10-08,FALSE,20985.35,"AFG"
"Maintain Status Quo","hospital_incidence",2021-10-08,FALSE,202.97,"AFG"
"Maintain Status Quo","ICU_incidence",2021-10-08,FALSE,73.18,"AFG"
"Maintain Status Quo","cumulative_infections",2021-10-08,FALSE,15030331.12,"AFG"
"Relax Interventions 50%","hospital_demand",2021-10-08,FALSE,1899.86,"AFG"
"Relax Interventions 50%","ICU_demand",2021-10-08,FALSE,352.82,"AFG"
"Relax Interventions 50%","infections",2021-10-08,FALSE,20985.35,"AFG"
"Relax Interventions 50%","hospital_incidence",2021-10-08,FALSE,202.97,"AFG"
"Relax Interventions 50%","ICU_incidence",2021-10-08,FALSE,73.18,"AFG"
"Relax Interventions 50%","cumulative_infections",2021-10-08,FALSE,15030331.12,"AFG"
"Additional 50% Reduction","hospital_demand",2021-10-09,FALSE,1892.73,"AFG"
"Additional 50% Reduction","ICU_demand",2021-10-09,FALSE,352.65,"AFG"
"Additional 50% Reduction","infections",2021-10-09,FALSE,20954.68,"AFG"
"Additional 50% Reduction","hospital_incidence",2021-10-09,FALSE,202.82,"AFG"
"Additional 50% Reduction","ICU_incidence",2021-10-09,FALSE,73.11,"AFG"
"Additional 50% Reduction","cumulative_infections",2021-10-09,FALSE,15051285.81,"AFG"
"Maintain Status Quo","hospital_demand",2021-10-09,FALSE,1892.73,"AFG"
"Maintain Status Quo","ICU_demand",2021-10-09,FALSE,352.65,"AFG"
"Maintain Status Quo","infections",2021-10-09,FALSE,20954.68,"AFG"
"Maintain Status Quo","hospital_incidence",2021-10-09,FALSE,202.82,"AFG"
"Maintain Status Quo","ICU_incidence",2021-10-09,FALSE,73.11,"AFG"
"Maintain Status Quo","cumulative_infections",2021-10-09,FALSE,15051285.81,"AFG"
"Relax Interventions 50%","hospital_demand",2021-10-09,FALSE,1892.73,"AFG"
"Relax Interventions 50%","ICU_demand",2021-10-09,FALSE,352.65,"AFG"
"Relax Interventions 50%","infections",2021-10-09,FALSE,20954.68,"AFG"
"Relax Interventions 50%","hospital_incidence",2021-10-09,FALSE,202.82,"AFG"
"Relax Interventions 50%","ICU_incidence",2021-10-09,FALSE,73.11,"AFG"
"Relax Interventions 50%","cumulative_infections",2021-10-09,FALSE,15051285.81,"AFG"
"Additional 50% Reduction","hospital_demand",2021-10-10,FALSE,1886.46,"AFG"
"Additional 50% Reduction","ICU_demand",2021-10-10,FALSE,352.51,"AFG"
"Additional 50% Reduction","infections",2021-10-10,FALSE,20923.25,"AFG"
"Additional 50% Reduction","hospital_incidence",2021-10-10,FALSE,202.69,"AFG"
"Additional 50% Reduction","ICU_incidence",2021-10-10,FALSE,73.05,"AFG"
"Additional 50% Reduction","cumulative_infections",2021-10-10,FALSE,15072209.05,"AFG"
"Maintain Status Quo","hospital_demand",2021-10-10,FALSE,1886.46,"AFG"
"Maintain Status Quo","ICU_demand",2021-10-10,FALSE,352.51,"AFG"
"Maintain Status Quo","infections",2021-10-10,FALSE,20923.25,"AFG"
"Maintain Status Quo","hospital_incidence",2021-10-10,FALSE,202.69,"AFG"
"Maintain Status Quo","ICU_incidence",2021-10-10,FALSE,73.05,"AFG"
"Maintain Status Quo","cumulative_infections",2021-10-10,FALSE,15072209.05,"AFG"
"Relax Interventions 50%","hospital_demand",2021-10-10,FALSE,1886.46,"AFG"
"Relax Interventions 50%","ICU_demand",2021-10-10,FALSE,352.51,"AFG"
"Relax Interventions 50%","infections",2021-10-10,FALSE,20923.25,"AFG"
"Relax Interventions 50%","hospital_incidence",2021-10-10,FALSE,202.69,"AFG"
"Relax Interventions 50%","ICU_incidence",2021-10-10,FALSE,73.05,"AFG"
"Relax Interventions 50%","cumulative_infections",2021-10-10,FALSE,15072209.05,"AFG"
"Additional 50% Reduction","hospital_demand",2021-10-11,FALSE,1880.94,"AFG"
"Additional 50% Reduction","ICU_demand",2021-10-11,FALSE,352.38,"AFG"
"Additional 50% Reduction","infections",2021-10-11,FALSE,20891.17,"AFG"
"Additional 50% Reduction","hospital_incidence",2021-10-11,FALSE,202.56,"AFG"
"Additional 50% Reduction","ICU_incidence",2021-10-11,FALSE,72.99,"AFG"
"Additional 50% Reduction","cumulative_infections",2021-10-11,FALSE,15093100.23,"AFG"
"Maintain Status Quo","hospital_demand",2021-10-11,FALSE,1880.94,"AFG"
"Maintain Status Quo","ICU_demand",2021-10-11,FALSE,352.38,"AFG"
"Maintain Status Quo","infections",2021-10-11,FALSE,20891.17,"AFG"
"Maintain Status Quo","hospital_incidence",2021-10-11,FALSE,202.56,"AFG"
"Maintain Status Quo","ICU_incidence",2021-10-11,FALSE,72.99,"AFG"
"Maintain Status Quo","cumulative_infections",2021-10-11,FALSE,15093100.23,"AFG"
"Relax Interventions 50%","hospital_demand",2021-10-11,FALSE,1880.94,"AFG"
"Relax Interventions 50%","ICU_demand",2021-10-11,FALSE,352.38,"AFG"
"Relax Interventions 50%","infections",2021-10-11,FALSE,20891.17,"AFG"
"Relax Interventions 50%","hospital_incidence",2021-10-11,FALSE,202.56,"AFG"
"Relax Interventions 50%","ICU_incidence",2021-10-11,FALSE,72.99,"AFG"
"Relax Interventions 50%","cumulative_infections",2021-10-11,FALSE,15093100.23,"AFG"
"Additional 50% Reduction","hospital_demand",2021-10-12,FALSE,1876.09,"AFG"
"Additional 50% Reduction","ICU_demand",2021-10-12,FALSE,352.26,"AFG"
"Additional 50% Reduction","infections",2021-10-12,FALSE,20858.51,"AFG"
"Additional 50% Reduction","hospital_incidence",2021-10-12,FALSE,202.44,"AFG"
"Additional 50% Reduction","ICU_incidence",2021-10-12,FALSE,72.93,"AFG"
"Additional 50% Reduction","cumulative_infections",2021-10-12,FALSE,15113958.73,"AFG"
"Maintain Status Quo","hospital_demand",2021-10-12,FALSE,1876.09,"AFG"
"Maintain Status Quo","ICU_demand",2021-10-12,FALSE,352.26,"AFG"
"Maintain Status Quo","infections",2021-10-12,FALSE,20858.51,"AFG"
"Maintain Status Quo","hospital_incidence",2021-10-12,FALSE,202.44,"AFG"
"Maintain Status Quo","ICU_incidence",2021-10-12,FALSE,72.93,"AFG"
"Maintain Status Quo","cumulative_infections",2021-10-12,FALSE,15113958.73,"AFG"
"Relax Interventions 50%","hospital_demand",2021-10-12,FALSE,1876.09,"AFG"
"Relax Interventions 50%","ICU_demand",2021-10-12,FALSE,352.26,"AFG"
"Relax Interventions 50%","infections",2021-10-12,FALSE,20858.51,"AFG"
"Relax Interventions 50%","hospital_incidence",2021-10-12,FALSE,202.44,"AFG"
"Relax Interventions 50%","ICU_incidence",2021-10-12,FALSE,72.93,"AFG"
"Relax Interventions 50%","cumulative_infections",2021-10-12,FALSE,15113958.73,"AFG"
"Additional 50% Reduction","hospital_demand",2021-10-13,FALSE,1871.82,"AFG"
"Additional 50% Reduction","ICU_demand",2021-10-13,FALSE,352.16,"AFG"
"Additional 50% Reduction","infections",2021-10-13,FALSE,20825.22,"AFG"
"Additional 50% Reduction","hospital_incidence",2021-10-13,FALSE,202.31,"AFG"
"Additional 50% Reduction","ICU_incidence",2021-10-13,FALSE,72.87,"AFG"
"Additional 50% Reduction","cumulative_infections",2021-10-13,FALSE,15134783.96,"AFG"
"Maintain Status Quo","hospital_demand",2021-10-13,FALSE,1871.82,"AFG"
"Maintain Status Quo","ICU_demand",2021-10-13,FALSE,352.16,"AFG"
"Maintain Status Quo","infections",2021-10-13,FALSE,20825.22,"AFG"
"Maintain Status Quo","hospital_incidence",2021-10-13,FALSE,202.31,"AFG"
"Maintain Status Quo","ICU_incidence",2021-10-13,FALSE,72.87,"AFG"
"Maintain Status Quo","cumulative_infections",2021-10-13,FALSE,15134783.96,"AFG"
"Relax Interventions 50%","hospital_demand",2021-10-13,FALSE,1871.82,"AFG"
"Relax Interventions 50%","ICU_demand",2021-10-13,FALSE,352.16,"AFG"
"Relax Interventions 50%","infections",2021-10-13,FALSE,20825.22,"AFG"
"Relax Interventions 50%","hospital_incidence",2021-10-13,FALSE,202.31,"AFG"
"Relax Interventions 50%","ICU_incidence",2021-10-13,FALSE,72.87,"AFG"
"Relax Interventions 50%","cumulative_infections",2021-10-13,FALSE,15134783.96,"AFG"
"Additional 50% Reduction","hospital_demand",2021-10-14,FALSE,1868.04,"AFG"
"Additional 50% Reduction","ICU_demand",2021-10-14,FALSE,352.05,"AFG"
"Additional 50% Reduction","infections",2021-10-14,FALSE,20791.28,"AFG"
"Additional 50% Reduction","hospital_incidence",2021-10-14,FALSE,202.19,"AFG"
"Additional 50% Reduction","ICU_incidence",2021-10-14,FALSE,72.82,"AFG"
"Additional 50% Reduction","cumulative_infections",2021-10-14,FALSE,15155575.24,"AFG"
"Maintain Status Quo","hospital_demand",2021-10-14,FALSE,1868.04,"AFG"
"Maintain Status Quo","ICU_demand",2021-10-14,FALSE,352.05,"AFG"
"Maintain Status Quo","infections",2021-10-14,FALSE,20791.28,"AFG"
"Maintain Status Quo","hospital_incidence",2021-10-14,FALSE,202.19,"AFG"
"Maintain Status Quo","ICU_incidence",2021-10-14,FALSE,72.82,"AFG"
"Maintain Status Quo","cumulative_infections",2021-10-14,FALSE,15155575.24,"AFG"
"Relax Interventions 50%","hospital_demand",2021-10-14,FALSE,1868.04,"AFG"
"Relax Interventions 50%","ICU_demand",2021-10-14,FALSE,352.05,"AFG"
"Relax Interventions 50%","infections",2021-10-14,FALSE,20791.28,"AFG"
"Relax Interventions 50%","hospital_incidence",2021-10-14,FALSE,202.19,"AFG"
"Relax Interventions 50%","ICU_incidence",2021-10-14,FALSE,72.82,"AFG"
"Relax Interventions 50%","cumulative_infections",2021-10-14,FALSE,15155575.24,"AFG"
"Additional 50% Reduction","hospital_demand",2021-10-15,FALSE,1864.66,"AFG"
"Additional 50% Reduction","ICU_demand",2021-10-15,FALSE,351.95,"AFG"
"Additional 50% Reduction","infections",2021-10-15,FALSE,20684.75,"AFG"
"Additional 50% Reduction","hospital_incidence",2021-10-15,FALSE,202.04,"AFG"
"Additional 50% Reduction","ICU_incidence",2021-10-15,FALSE,72.75,"AFG"
"Additional 50% Reduction","cumulative_infections",2021-10-15,FALSE,15176259.99,"AFG"
"Maintain Status Quo","hospital_demand",2021-10-15,FALSE,1864.66,"AFG"
"Maintain Status Quo","ICU_demand",2021-10-15,FALSE,351.95,"AFG"
"Maintain Status Quo","infections",2021-10-15,FALSE,20684.75,"AFG"
"Maintain Status Quo","hospital_incidence",2021-10-15,FALSE,202.04,"AFG"
"Maintain Status Quo","ICU_incidence",2021-10-15,FALSE,72.75,"AFG"
"Maintain Status Quo","cumulative_infections",2021-10-15,FALSE,15176259.99,"AFG"
"Relax Interventions 50%","hospital_demand",2021-10-15,FALSE,1864.66,"AFG"
"Relax Interventions 50%","ICU_demand",2021-10-15,FALSE,351.95,"AFG"
"Relax Interventions 50%","infections",2021-10-15,FALSE,20684.75,"AFG"
"Relax Interventions 50%","hospital_incidence",2021-10-15,FALSE,202.04,"AFG"
"Relax Interventions 50%","ICU_incidence",2021-10-15,FALSE,72.75,"AFG"
"Relax Interventions 50%","cumulative_infections",2021-10-15,FALSE,15176259.99,"AFG"
"Additional 50% Reduction","hospital_demand",2021-10-16,FALSE,1861.59,"AFG"
"Additional 50% Reduction","ICU_demand",2021-10-16,FALSE,351.84,"AFG"
"Additional 50% Reduction","infections",2021-10-16,FALSE,20501.54,"AFG"
"Additional 50% Reduction","hospital_incidence",2021-10-16,FALSE,201.79,"AFG"
"Additional 50% Reduction","ICU_incidence",2021-10-16,FALSE,72.65,"AFG"
"Additional 50% Reduction","cumulative_infections",2021-10-16,FALSE,15196761.52,"AFG"
"Maintain Status Quo","hospital_demand",2021-10-16,FALSE,1861.59,"AFG"
"Maintain Status Quo","ICU_demand",2021-10-16,FALSE,351.84,"AFG"
"Maintain Status Quo","infections",2021-10-16,FALSE,20501.54,"AFG"
"Maintain Status Quo","hospital_incidence",2021-10-16,FALSE,201.79,"AFG"
"Maintain Status Quo","ICU_incidence",2021-10-16,FALSE,72.65,"AFG"
"Maintain Status Quo","cumulative_infections",2021-10-16,FALSE,15196761.52,"AFG"
"Relax Interventions 50%","hospital_demand",2021-10-16,FALSE,1861.59,"AFG"
"Relax Interventions 50%","ICU_demand",2021-10-16,FALSE,351.84,"AFG"
"Relax Interventions 50%","infections",2021-10-16,FALSE,20501.54,"AFG"
"Relax Interventions 50%","hospital_incidence",2021-10-16,FALSE,201.79,"AFG"
"Relax Interventions 50%","ICU_incidence",2021-10-16,FALSE,72.65,"AFG"
"Relax Interventions 50%","cumulative_infections",2021-10-16,FALSE,15196761.52,"AFG"
"Additional 50% Reduction","hospital_demand",2021-10-17,FALSE,1858.59,"AFG"
"Additional 50% Reduction","ICU_demand",2021-10-17,FALSE,351.68,"AFG"
"Additional 50% Reduction","infections",2021-10-17,FALSE,20298.06,"AFG"
"Additional 50% Reduction","hospital_incidence",2021-10-17,FALSE,201.31,"AFG"
"Additional 50% Reduction","ICU_incidence",2021-10-17,FALSE,72.46,"AFG"
"Additional 50% Reduction","cumulative_infections",2021-10-17,FALSE,15217059.58,"AFG"
